Дата,Значение
18/10/18 - Открытие,114400.0000000
18/10/18 - Открытие,114420.0000000
18/10/18 - Открытие,114340.0000000
18/10/18 - Открытие,114320.0000000
18/10/18 - Открытие,114330.0000000
18/10/18 - Открытие,114350.0000000
18/10/18 - Открытие,114270.0000000
18/10/18 - Открытие,114350.0000000
18/10/18 - Открытие,114320.0000000
18/10/18 - Открытие,114310.0000000
18/10/18 - Открытие,114330.0000000
18/10/18 - Открытие,114290.0000000
18/10/18 - Открытие,114270.0000000
18/10/18 - Открытие,114300.0000000
18/10/18 - Открытие,114320.0000000
18/10/18 - Открытие,114270.0000000
18/10/18 - Открытие,114240.0000000
18/10/18 - Открытие,114240.0000000
18/10/18 - Открытие,114200.0000000
18/10/18 - Открытие,114230.0000000
18/10/18 - Открытие,114280.0000000
18/10/18 - Открытие,114340.0000000
18/10/18 - Открытие,114230.0000000
18/10/18 - Открытие,114220.0000000
18/10/18 - Открытие,114160.0000000
18/10/18 - Открытие,114050.0000000
18/10/18 - Открытие,113990.0000000
18/10/18 - Открытие,113830.0000000
18/10/18 - Открытие,113840.0000000
18/10/18 - Открытие,113810.0000000
18/10/18 - Открытие,113780.0000000
18/10/18 - Открытие,113720.0000000
18/10/18 - Открытие,113700.0000000
18/10/18 - Открытие,113640.0000000
18/10/18 - Открытие,113730.0000000
18/10/18 - Открытие,113760.0000000
18/10/18 - Открытие,113770.0000000
18/10/18 - Открытие,113830.0000000
18/10/18 - Открытие,113890.0000000
18/10/18 - Открытие,113710.0000000
18/10/18 - Открытие,113860.0000000
18/10/18 - Открытие,113950.0000000
18/10/18 - Открытие,113950.0000000
18/10/18 - Открытие,113880.0000000
18/10/18 - Открытие,113820.0000000
18/10/18 - Открытие,113880.0000000
18/10/18 - Открытие,113850.0000000
18/10/18 - Открытие,113870.0000000
18/10/18 - Открытие,113840.0000000
18/10/18 - Открытие,113750.0000000
18/10/18 - Открытие,113680.0000000
18/10/18 - Открытие,113690.0000000
18/10/18 - Открытие,113710.0000000
18/10/18 - Открытие,113740.0000000
18/10/18 - Открытие,113800.0000000
18/10/18 - Открытие,113810.0000000
18/10/18 - Открытие,113880.0000000
18/10/18 - Открытие,113950.0000000
18/10/18 - Открытие,113950.0000000
18/10/18 - Открытие,113930.0000000
18/10/18 - Открытие,113940.0000000
18/10/18 - Открытие,113960.0000000
18/10/18 - Открытие,113990.0000000
18/10/18 - Открытие,114010.0000000
18/10/18 - Открытие,113910.0000000
18/10/18 - Открытие,113810.0000000
18/10/18 - Открытие,113830.0000000
18/10/18 - Открытие,113940.0000000
18/10/18 - Открытие,113970.0000000
18/10/18 - Открытие,113950.0000000
18/10/18 - Открытие,113870.0000000
18/10/18 - Открытие,113930.0000000
18/10/18 - Открытие,113940.0000000
18/10/18 - Открытие,113990.0000000
18/10/18 - Открытие,113990.0000000
18/10/18 - Открытие,114070.0000000
18/10/18 - Открытие,114040.0000000
18/10/18 - Открытие,113990.0000000
18/10/18 - Открытие,113970.0000000
18/10/18 - Открытие,114000.0000000
18/10/18 - Открытие,113970.0000000
18/10/18 - Открытие,114010.0000000
18/10/18 - Открытие,113930.0000000
18/10/18 - Открытие,113910.0000000
18/10/18 - Открытие,113890.0000000
18/10/18 - Открытие,113860.0000000
18/10/18 - Открытие,113880.0000000
18/10/18 - Открытие,113970.0000000
18/10/18 - Открытие,113900.0000000
18/10/18 - Открытие,113880.0000000
18/10/18 - Открытие,113940.0000000
18/10/18 - Открытие,113890.0000000
18/10/18 - Открытие,113880.0000000
18/10/18 - Открытие,113840.0000000
18/10/18 - Открытие,113740.0000000
18/10/18 - Открытие,113810.0000000
18/10/18 - Открытие,113830.0000000
18/10/18 - Открытие,113840.0000000
18/10/18 - Открытие,113820.0000000
18/10/18 - Открытие,113800.0000000
18/10/18 - Открытие,113760.0000000
18/10/18 - Открытие,113750.0000000
18/10/18 - Открытие,113740.0000000
18/10/18 - Открытие,113660.0000000
18/10/18 - Открытие,113610.0000000
18/10/18 - Открытие,113680.0000000
18/10/18 - Открытие,113800.0000000
18/10/18 - Открытие,113780.0000000
18/10/18 - Открытие,113700.0000000
18/10/18 - Открытие,113720.0000000
18/10/18 - Открытие,113790.0000000
18/10/18 - Открытие,113700.0000000
18/10/18 - Открытие,113710.0000000
18/10/18 - Открытие,113640.0000000
18/10/18 - Открытие,113610.0000000
18/10/18 - Открытие,113570.0000000
18/10/18 - Открытие,113600.0000000
18/10/18 - Открытие,113610.0000000
18/10/18 - Открытие,113610.0000000
18/10/18 - Открытие,113620.0000000
18/10/18 - Открытие,113640.0000000
18/10/18 - Открытие,113660.0000000
18/10/18 - Открытие,113720.0000000
18/10/18 - Открытие,113650.0000000
18/10/18 - Открытие,113650.0000000
18/10/18 - Открытие,113690.0000000
18/10/18 - Открытие,113750.0000000
18/10/18 - Открытие,113700.0000000
18/10/18 - Открытие,113600.0000000
18/10/18 - Открытие,113680.0000000
18/10/18 - Открытие,113640.0000000
18/10/18 - Открытие,113660.0000000
18/10/18 - Открытие,113640.0000000
18/10/18 - Открытие,113590.0000000
18/10/18 - Открытие,113580.0000000
18/10/18 - Открытие,113440.0000000
18/10/18 - Открытие,113410.0000000
18/10/18 - Открытие,113350.0000000
18/10/18 - Открытие,113350.0000000
18/10/18 - Открытие,113350.0000000
18/10/18 - Открытие,113410.0000000
18/10/18 - Открытие,113420.0000000
18/10/18 - Открытие,113430.0000000
18/10/18 - Открытие,113370.0000000
18/10/18 - Открытие,113420.0000000
18/10/18 - Открытие,113400.0000000
18/10/18 - Открытие,113400.0000000
18/10/18 - Открытие,113330.0000000
18/10/18 - Открытие,113380.0000000
18/10/18 - Открытие,113350.0000000
18/10/18 - Открытие,113370.0000000
18/10/18 - Открытие,113330.0000000
18/10/18 - Открытие,113350.0000000
18/10/18 - Открытие,113410.0000000
18/10/18 - Открытие,113410.0000000
18/10/18 - Открытие,113440.0000000
18/10/18 - Открытие,113500.0000000
18/10/18 - Открытие,113510.0000000
18/10/18 - Открытие,113500.0000000
18/10/18 - Открытие,113480.0000000
18/10/18 - Открытие,113460.0000000
18/10/18 - Открытие,113500.0000000
18/10/18 - Открытие,113540.0000000
18/10/18 - Открытие,113550.0000000
18/10/18 - Открытие,113520.0000000
18/10/18 - Открытие,113460.0000000
18/10/18 - Открытие,113460.0000000
18/10/18 - Открытие,113480.0000000
18/10/18 - Открытие,113430.0000000
18/10/18 - Открытие,113430.0000000
18/10/18 - Открытие,113370.0000000
18/10/18 - Открытие,113360.0000000
18/10/18 - Открытие,113410.0000000
18/10/18 - Открытие,113430.0000000
18/10/18 - Открытие,113360.0000000
18/10/18 - Открытие,113400.0000000
18/10/18 - Открытие,113410.0000000
18/10/18 - Открытие,113490.0000000
18/10/18 - Открытие,113480.0000000
18/10/18 - Открытие,113480.0000000
18/10/18 - Открытие,113480.0000000
18/10/18 - Открытие,113470.0000000
18/10/18 - Открытие,113400.0000000
18/10/18 - Открытие,113440.0000000
18/10/18 - Открытие,113440.0000000
18/10/18 - Открытие,113410.0000000
18/10/18 - Открытие,113400.0000000
18/10/18 - Открытие,113350.0000000
18/10/18 - Открытие,113370.0000000
18/10/18 - Открытие,113360.0000000
18/10/18 - Открытие,113380.0000000
18/10/18 - Открытие,113340.0000000
18/10/18 - Открытие,113410.0000000
18/10/18 - Открытие,113350.0000000
18/10/18 - Открытие,113360.0000000
18/10/18 - Открытие,113350.0000000
18/10/18 - Открытие,113380.0000000
18/10/18 - Открытие,113430.0000000
18/10/18 - Открытие,113480.0000000
18/10/18 - Открытие,113530.0000000
18/10/18 - Открытие,113550.0000000
18/10/18 - Открытие,113480.0000000
18/10/18 - Открытие,113460.0000000
18/10/18 - Открытие,113470.0000000
18/10/18 - Открытие,113470.0000000
18/10/18 - Открытие,113470.0000000
18/10/18 - Открытие,113470.0000000
18/10/18 - Открытие,113500.0000000
18/10/18 - Открытие,113530.0000000
18/10/18 - Открытие,113500.0000000
18/10/18 - Открытие,113510.0000000
18/10/18 - Открытие,113490.0000000
18/10/18 - Открытие,113440.0000000
18/10/18 - Открытие,113450.0000000
18/10/18 - Открытие,113450.0000000
18/10/18 - Открытие,113490.0000000
18/10/18 - Открытие,113510.0000000
18/10/18 - Открытие,113450.0000000
18/10/18 - Открытие,113430.0000000
18/10/18 - Открытие,113420.0000000
18/10/18 - Открытие,113380.0000000
18/10/18 - Открытие,113370.0000000
18/10/18 - Открытие,113360.0000000
18/10/18 - Открытие,113350.0000000
18/10/18 - Открытие,113340.0000000
18/10/18 - Открытие,113290.0000000
18/10/18 - Открытие,113280.0000000
18/10/18 - Открытие,113300.0000000
18/10/18 - Открытие,113300.0000000
18/10/18 - Открытие,113300.0000000
18/10/18 - Открытие,113280.0000000
18/10/18 - Открытие,113380.0000000
18/10/18 - Открытие,113400.0000000
18/10/18 - Открытие,113300.0000000
18/10/18 - Открытие,113280.0000000
18/10/18 - Открытие,113350.0000000
18/10/18 - Открытие,113230.0000000
18/10/18 - Открытие,113290.0000000
18/10/18 - Открытие,113320.0000000
18/10/18 - Открытие,113300.0000000
18/10/18 - Открытие,113310.0000000
18/10/18 - Открытие,113280.0000000
18/10/18 - Открытие,113270.0000000
18/10/18 - Открытие,113280.0000000
18/10/18 - Открытие,113230.0000000
18/10/18 - Открытие,113200.0000000
18/10/18 - Открытие,113140.0000000
18/10/18 - Открытие,113190.0000000
18/10/18 - Открытие,113190.0000000
18/10/18 - Открытие,113100.0000000
18/10/18 - Открытие,113070.0000000
18/10/18 - Открытие,113110.0000000
18/10/18 - Открытие,113100.0000000
18/10/18 - Открытие,113140.0000000
18/10/18 - Открытие,113250.0000000
18/10/18 - Открытие,113270.0000000
18/10/18 - Открытие,113240.0000000
18/10/18 - Открытие,113240.0000000
18/10/18 - Открытие,113370.0000000
18/10/18 - Открытие,113370.0000000
18/10/18 - Открытие,113380.0000000
18/10/18 - Открытие,113340.0000000
18/10/18 - Открытие,113380.0000000
18/10/18 - Открытие,113390.0000000
18/10/18 - Открытие,113380.0000000
18/10/18 - Открытие,113310.0000000
18/10/18 - Открытие,113250.0000000
18/10/18 - Открытие,113270.0000000
18/10/18 - Открытие,113230.0000000
18/10/18 - Открытие,113130.0000000
18/10/18 - Открытие,113170.0000000
18/10/18 - Открытие,113170.0000000
18/10/18 - Открытие,113130.0000000
18/10/18 - Открытие,113120.0000000
18/10/18 - Открытие,113190.0000000
18/10/18 - Открытие,113260.0000000
18/10/18 - Открытие,113280.0000000
18/10/18 - Открытие,113250.0000000
18/10/18 - Открытие,113320.0000000
18/10/18 - Открытие,113370.0000000
18/10/18 - Открытие,113340.0000000
18/10/18 - Открытие,113360.0000000
18/10/18 - Открытие,113340.0000000
18/10/18 - Открытие,113360.0000000
18/10/18 - Открытие,113350.0000000
18/10/18 - Открытие,113400.0000000
18/10/18 - Открытие,113420.0000000
18/10/18 - Открытие,113410.0000000
18/10/18 - Открытие,113420.0000000
18/10/18 - Открытие,113420.0000000
18/10/18 - Открытие,113410.0000000
18/10/18 - Открытие,113440.0000000
18/10/18 - Открытие,113420.0000000
18/10/18 - Открытие,113430.0000000
18/10/18 - Открытие,113460.0000000
18/10/18 - Открытие,113460.0000000
18/10/18 - Открытие,113460.0000000
18/10/18 - Открытие,113420.0000000
18/10/18 - Открытие,113420.0000000
18/10/18 - Открытие,113440.0000000
18/10/18 - Открытие,113380.0000000
18/10/18 - Открытие,113300.0000000
18/10/18 - Открытие,113290.0000000
18/10/18 - Открытие,113280.0000000
18/10/18 - Открытие,113380.0000000
18/10/18 - Открытие,113370.0000000
18/10/18 - Открытие,113370.0000000
18/10/18 - Открытие,113480.0000000
18/10/18 - Открытие,113450.0000000
18/10/18 - Открытие,113450.0000000
18/10/18 - Открытие,113480.0000000
18/10/18 - Открытие,113490.0000000
18/10/18 - Открытие,113470.0000000
18/10/18 - Открытие,113460.0000000
18/10/18 - Открытие,113480.0000000
18/10/18 - Открытие,113450.0000000
18/10/18 - Открытие,113450.0000000
18/10/18 - Открытие,113450.0000000
18/10/18 - Открытие,113480.0000000
18/10/18 - Открытие,113500.0000000
18/10/18 - Открытие,113500.0000000
18/10/18 - Открытие,113500.0000000
18/10/18 - Открытие,113470.0000000
18/10/18 - Открытие,113480.0000000
18/10/18 - Мин,115740.0000000
18/10/18 - Мин,115230.0000000
18/10/18 - Мин,115150.0000000
18/10/18 - Мин,115110.0000000
18/10/18 - Мин,115180.0000000
18/10/18 - Мин,115180.0000000
18/10/18 - Мин,115130.0000000
18/10/18 - Мин,115130.0000000
18/10/18 - Мин,115190.0000000
18/10/18 - Мин,115190.0000000
18/10/18 - Мин,115190.0000000
18/10/18 - Мин,115000.0000000
18/10/18 - Мин,115000.0000000
18/10/18 - Мин,114950.0000000
18/10/18 - Мин,115020.0000000
18/10/18 - Мин,115050.0000000
18/10/18 - Мин,115080.0000000
18/10/18 - Мин,115050.0000000
18/10/18 - Мин,115080.0000000
18/10/18 - Мин,115080.0000000
18/10/18 - Мин,115080.0000000
18/10/18 - Мин,115110.0000000
18/10/18 - Мин,115180.0000000
18/10/18 - Мин,115160.0000000
18/10/18 - Мин,115150.0000000
18/10/18 - Мин,115180.0000000
18/10/18 - Мин,115200.0000000
18/10/18 - Мин,115200.0000000
18/10/18 - Мин,115290.0000000
18/10/18 - Мин,115240.0000000
18/10/18 - Мин,115260.0000000
18/10/18 - Мин,115280.0000000
18/10/18 - Мин,115240.0000000
18/10/18 - Мин,115280.0000000
18/10/18 - Мин,115310.0000000
18/10/18 - Мин,115310.0000000
18/10/18 - Мин,115280.0000000
18/10/18 - Мин,115210.0000000
18/10/18 - Мин,115260.0000000
18/10/18 - Мин,115230.0000000
18/10/18 - Мин,115260.0000000
18/10/18 - Мин,115260.0000000
18/10/18 - Мин,115260.0000000
18/10/18 - Мин,115240.0000000
18/10/18 - Мин,115220.0000000
18/10/18 - Мин,115220.0000000
18/10/18 - Мин,115210.0000000
18/10/18 - Мин,115220.0000000
18/10/18 - Мин,115300.0000000
18/10/18 - Мин,115350.0000000
18/10/18 - Мин,115460.0000000
18/10/18 - Мин,115420.0000000
18/10/18 - Мин,115430.0000000
18/10/18 - Мин,115440.0000000
18/10/18 - Мин,115480.0000000
18/10/18 - Мин,115480.0000000
18/10/18 - Мин,115570.0000000
18/10/18 - Мин,115480.0000000
18/10/18 - Мин,115480.0000000
18/10/18 - Мин,115510.0000000
18/10/18 - Мин,115530.0000000
18/10/18 - Мин,115500.0000000
18/10/18 - Мин,115480.0000000
18/10/18 - Мин,115490.0000000
18/10/18 - Мин,115440.0000000
18/10/18 - Мин,115410.0000000
18/10/18 - Мин,115350.0000000
18/10/18 - Мин,115290.0000000
18/10/18 - Мин,115260.0000000
18/10/18 - Мин,115290.0000000
18/10/18 - Мин,115280.0000000
18/10/18 - Мин,115290.0000000
18/10/18 - Мин,115270.0000000
18/10/18 - Мин,115240.0000000
18/10/18 - Мин,115270.0000000
18/10/18 - Мин,115270.0000000
18/10/18 - Мин,115280.0000000
18/10/18 - Мин,115270.0000000
18/10/18 - Мин,115220.0000000
18/10/18 - Мин,115200.0000000
18/10/18 - Мин,115240.0000000
18/10/18 - Мин,115230.0000000
18/10/18 - Мин,115250.0000000
18/10/18 - Мин,115250.0000000
18/10/18 - Мин,115160.0000000
18/10/18 - Мин,115220.0000000
18/10/18 - Мин,115210.0000000
18/10/18 - Мин,115200.0000000
18/10/18 - Мин,115230.0000000
18/10/18 - Мин,115280.0000000
18/10/18 - Мин,115260.0000000
18/10/18 - Мин,115220.0000000
18/10/18 - Мин,115200.0000000
18/10/18 - Мин,115210.0000000
18/10/18 - Мин,115190.0000000
18/10/18 - Мин,115190.0000000
18/10/18 - Мин,115200.0000000
18/10/18 - Мин,115240.0000000
18/10/18 - Мин,115220.0000000
18/10/18 - Мин,115180.0000000
18/10/18 - Мин,115190.0000000
18/10/18 - Мин,115200.0000000
18/10/18 - Мин,115210.0000000
18/10/18 - Мин,115190.0000000
18/10/18 - Мин,115200.0000000
18/10/18 - Мин,115180.0000000
18/10/18 - Мин,115100.0000000
18/10/18 - Мин,115110.0000000
18/10/18 - Мин,115130.0000000
18/10/18 - Мин,115160.0000000
18/10/18 - Мин,115200.0000000
18/10/18 - Мин,115190.0000000
18/10/18 - Мин,115200.0000000
18/10/18 - Мин,115200.0000000
18/10/18 - Мин,115250.0000000
18/10/18 - Мин,115210.0000000
18/10/18 - Мин,115180.0000000
18/10/18 - Мин,115160.0000000
18/10/18 - Мин,115150.0000000
18/10/18 - Мин,115070.0000000
18/10/18 - Мин,115090.0000000
18/10/18 - Мин,115130.0000000
18/10/18 - Мин,115140.0000000
18/10/18 - Мин,115110.0000000
18/10/18 - Мин,115130.0000000
18/10/18 - Мин,115140.0000000
18/10/18 - Мин,115190.0000000
18/10/18 - Мин,115220.0000000
18/10/18 - Мин,115230.0000000
18/10/18 - Мин,115260.0000000
18/10/18 - Мин,115260.0000000
18/10/18 - Мин,115260.0000000
18/10/18 - Мин,115330.0000000
18/10/18 - Мин,115270.0000000
18/10/18 - Мин,115240.0000000
18/10/18 - Мин,115260.0000000
18/10/18 - Мин,115230.0000000
18/10/18 - Мин,115250.0000000
18/10/18 - Мин,115260.0000000
18/10/18 - Мин,115310.0000000
18/10/18 - Мин,115240.0000000
18/10/18 - Мин,115230.0000000
18/10/18 - Мин,115180.0000000
18/10/18 - Мин,115200.0000000
18/10/18 - Мин,115190.0000000
18/10/18 - Мин,115220.0000000
18/10/18 - Мин,115190.0000000
18/10/18 - Мин,115180.0000000
18/10/18 - Мин,115200.0000000
18/10/18 - Мин,115160.0000000
18/10/18 - Мин,115200.0000000
18/10/18 - Мин,115180.0000000
18/10/18 - Мин,115180.0000000
18/10/18 - Мин,115180.0000000
18/10/18 - Мин,115140.0000000
18/10/18 - Мин,115130.0000000
18/10/18 - Мин,115130.0000000
18/10/18 - Мин,115070.0000000
18/10/18 - Мин,115040.0000000
18/10/18 - Мин,115050.0000000
18/10/18 - Мин,115080.0000000
18/10/18 - Мин,115100.0000000
18/10/18 - Мин,115090.0000000
18/10/18 - Мин,115090.0000000
18/10/18 - Мин,115160.0000000
18/10/18 - Мин,115170.0000000
18/10/18 - Мин,115200.0000000
18/10/18 - Мин,115430.0000000
18/10/18 - Мин,115410.0000000
18/10/18 - Мин,115380.0000000
18/10/18 - Мин,115420.0000000
18/10/18 - Мин,115650.0000000
18/10/18 - Мин,115600.0000000
18/10/18 - Мин,115600.0000000
18/10/18 - Мин,115600.0000000
18/10/18 - Мин,115580.0000000
18/10/18 - Мин,115590.0000000
18/10/18 - Мин,115550.0000000
18/10/18 - Мин,115510.0000000
18/10/18 - Мин,115490.0000000
18/10/18 - Мин,115490.0000000
18/10/18 - Мин,115470.0000000
18/10/18 - Мин,115360.0000000
18/10/18 - Мин,115310.0000000
18/10/18 - Мин,115290.0000000
18/10/18 - Мин,115320.0000000
18/10/18 - Мин,115300.0000000
18/10/18 - Мин,115260.0000000
18/10/18 - Мин,115240.0000000
18/10/18 - Мин,115210.0000000
18/10/18 - Мин,115240.0000000
18/10/18 - Мин,115220.0000000
18/10/18 - Мин,115240.0000000
18/10/18 - Мин,115240.0000000
18/10/18 - Мин,115210.0000000
18/10/18 - Мин,115200.0000000
18/10/18 - Мин,115200.0000000
18/10/18 - Мин,115180.0000000
18/10/18 - Мин,115130.0000000
18/10/18 - Мин,115120.0000000
18/10/18 - Мин,115170.0000000
18/10/18 - Мин,115180.0000000
18/10/18 - Мин,115200.0000000
18/10/18 - Мин,115170.0000000
18/10/18 - Мин,115180.0000000
18/10/18 - Мин,115180.0000000
18/10/18 - Мин,115180.0000000
18/10/18 - Мин,115170.0000000
18/10/18 - Мин,115170.0000000
18/10/18 - Мин,115150.0000000
18/10/18 - Мин,115170.0000000
18/10/18 - Мин,115170.0000000
18/10/18 - Мин,115140.0000000
18/10/18 - Мин,115070.0000000
18/10/18 - Мин,114980.0000000
18/10/18 - Мин,114990.0000000
18/10/18 - Мин,114980.0000000
18/10/18 - Мин,115000.0000000
18/10/18 - Мин,115000.0000000
18/10/18 - Мин,114970.0000000
18/10/18 - Мин,114950.0000000
18/10/18 - Мин,114920.0000000
18/10/18 - Мин,115000.0000000
18/10/18 - Мин,115030.0000000
18/10/18 - Мин,115020.0000000
18/10/18 - Мин,115010.0000000
18/10/18 - Мин,115010.0000000
18/10/18 - Мин,114990.0000000
18/10/18 - Мин,115020.0000000
18/10/18 - Мин,114970.0000000
18/10/18 - Мин,114970.0000000
18/10/18 - Мин,114970.0000000
18/10/18 - Мин,114980.0000000
18/10/18 - Мин,114960.0000000
18/10/18 - Мин,114950.0000000
18/10/18 - Мин,114950.0000000
18/10/18 - Мин,114930.0000000
18/10/18 - Мин,114900.0000000
18/10/18 - Мин,114890.0000000
18/10/18 - Мин,114860.0000000
18/10/18 - Мин,114800.0000000
18/10/18 - Мин,114690.0000000
18/10/18 - Мин,114690.0000000
18/10/18 - Мин,114750.0000000
18/10/18 - Мин,114890.0000000
18/10/18 - Мин,114880.0000000
18/10/18 - Мин,114820.0000000
18/10/18 - Мин,114810.0000000
18/10/18 - Мин,114850.0000000
18/10/18 - Мин,114820.0000000
18/10/18 - Мин,114860.0000000
18/10/18 - Мин,114850.0000000
18/10/18 - Мин,114850.0000000
18/10/18 - Мин,114820.0000000
18/10/18 - Мин,114810.0000000
18/10/18 - Мин,114780.0000000
18/10/18 - Мин,114810.0000000
18/10/18 - Мин,114820.0000000
18/10/18 - Мин,114850.0000000
18/10/18 - Мин,114860.0000000
18/10/18 - Мин,114870.0000000
18/10/18 - Мин,114830.0000000
18/10/18 - Мин,114830.0000000
18/10/18 - Мин,114800.0000000
18/10/18 - Мин,114810.0000000
18/10/18 - Мин,114830.0000000
18/10/18 - Мин,114850.0000000
18/10/18 - Мин,114860.0000000
18/10/18 - Мин,114950.0000000
18/10/18 - Мин,114890.0000000
18/10/18 - Мин,114860.0000000
18/10/18 - Мин,114780.0000000
18/10/18 - Мин,114750.0000000
18/10/18 - Мин,114750.0000000
18/10/18 - Мин,114790.0000000
18/10/18 - Мин,114740.0000000
18/10/18 - Мин,114730.0000000
18/10/18 - Мин,114640.0000000
18/10/18 - Мин,114590.0000000
18/10/18 - Мин,114560.0000000
18/10/18 - Мин,114570.0000000
18/10/18 - Мин,114630.0000000
18/10/18 - Мин,114600.0000000
18/10/18 - Мин,114630.0000000
18/10/18 - Мин,114630.0000000
18/10/18 - Мин,114630.0000000
18/10/18 - Мин,114600.0000000
18/10/18 - Мин,114600.0000000
18/10/18 - Мин,114560.0000000
18/10/18 - Мин,114460.0000000
18/10/18 - Мин,114400.0000000
18/10/18 - Мин,114430.0000000
18/10/18 - Мин,114420.0000000
18/10/18 - Мин,114410.0000000
18/10/18 - Мин,114370.0000000
18/10/18 - Мин,114340.0000000
18/10/18 - Мин,114310.0000000
18/10/18 - Мин,114220.0000000
18/10/18 - Мин,114170.0000000
18/10/18 - Мин,114200.0000000
18/10/18 - Мин,114200.0000000
18/10/18 - Мин,114220.0000000
18/10/18 - Мин,114290.0000000
18/10/18 - Мин,114290.0000000
18/10/18 - Мин,114270.0000000
18/10/18 - Мин,114300.0000000
18/10/18 - Мин,114360.0000000
18/10/18 - Мин,114360.0000000
18/10/18 - Мин,114360.0000000
18/10/18 - Мин,114380.0000000
18/10/18 - Мин,114390.0000000
18/10/18 - Мин,114410.0000000
18/10/18 - Мин,114330.0000000
18/10/18 - Мин,114330.0000000
18/10/18 - Мин,114370.0000000
18/10/18 - Мин,114370.0000000
18/10/18 - Мин,114380.0000000
18/10/18 - Мин,114400.0000000
18/10/18 - Мин,114410.0000000
18/10/18 - Мин,114400.0000000
18/10/18 - Мин,114370.0000000
18/10/18 - Мин,114370.0000000
18/10/18 - Мин,114440.0000000
18/10/18 - Мин,114440.0000000
18/10/18 - Мин,114440.0000000
18/10/18 - Мин,114420.0000000
18/10/18 - Мин,114390.0000000
18/10/18 - Мин,114400.0000000
18/10/18 - Мин,114370.0000000
18/10/18 - Мин,114390.0000000
18/10/18 - Мин,114420.0000000
18/10/18 - Мин,114420.0000000
18/10/18 - Мин,114360.0000000
18/10/18 - Мин,114360.0000000
18/10/18 - Мин,114380.0000000
18/10/18 - Мин,114340.0000000
18/10/18 - Мин,114300.0000000
18/10/18 - Мин,114280.0000000
18/10/18 - Мин,114230.0000000
18/10/18 - Мин,114210.0000000
18/10/18 - Мин,114190.0000000
18/10/18 - Мин,114260.0000000
18/10/18 - Мин,114270.0000000
18/10/18 - Мин,114290.0000000
18/10/18 - Мин,114240.0000000
18/10/18 - Мин,114210.0000000
18/10/18 - Мин,114190.0000000
18/10/18 - Мин,114190.0000000
18/10/18 - Мин,114140.0000000
18/10/18 - Мин,114110.0000000
18/10/18 - Мин,114180.0000000
18/10/18 - Мин,114190.0000000
18/10/18 - Мин,114270.0000000
18/10/18 - Мин,114230.0000000
18/10/18 - Мин,114230.0000000
18/10/18 - Мин,114230.0000000
18/10/18 - Мин,114260.0000000
18/10/18 - Мин,114290.0000000
18/10/18 - Мин,114280.0000000
18/10/18 - Мин,114270.0000000
18/10/18 - Мин,114330.0000000
18/10/18 - Мин,114340.0000000
18/10/18 - Мин,114260.0000000
18/10/18 - Мин,114200.0000000
18/10/18 - Мин,114140.0000000
18/10/18 - Мин,114160.0000000
18/10/18 - Мин,114100.0000000
18/10/18 - Мин,114110.0000000
18/10/18 - Мин,114100.0000000
18/10/18 - Мин,114120.0000000
18/10/18 - Мин,114170.0000000
18/10/18 - Мин,114180.0000000
18/10/18 - Мин,114150.0000000
18/10/18 - Мин,114120.0000000
18/10/18 - Мин,114150.0000000
18/10/18 - Мин,114180.0000000
18/10/18 - Мин,114190.0000000
18/10/18 - Мин,114170.0000000
18/10/18 - Мин,114170.0000000
18/10/18 - Мин,114140.0000000
18/10/18 - Мин,114150.0000000
18/10/18 - Мин,114170.0000000
18/10/18 - Мин,114170.0000000
18/10/18 - Мин,114180.0000000
18/10/18 - Мин,114250.0000000
18/10/18 - Мин,114260.0000000
18/10/18 - Мин,114180.0000000
18/10/18 - Мин,114170.0000000
18/10/18 - Мин,114130.0000000
18/10/18 - Мин,114100.0000000
18/10/18 - Мин,114060.0000000
18/10/18 - Мин,114100.0000000
18/10/18 - Мин,114090.0000000
18/10/18 - Мин,114190.0000000
18/10/18 - Мин,114270.0000000
18/10/18 - Мин,114270.0000000
18/10/18 - Мин,114290.0000000
18/10/18 - Мин,114280.0000000
18/10/18 - Мин,114320.0000000
18/10/18 - Мин,114330.0000000
18/10/18 - Мин,114310.0000000
18/10/18 - Мин,114360.0000000
18/10/18 - Мин,114360.0000000
18/10/18 - Мин,114490.0000000
18/10/18 - Мин,114490.0000000
18/10/18 - Мин,114530.0000000
18/10/18 - Мин,114480.0000000
18/10/18 - Мин,114420.0000000
18/10/18 - Мин,114380.0000000
18/10/18 - Мин,114290.0000000
18/10/18 - Мин,114220.0000000
18/10/18 - Мин,114220.0000000
18/10/18 - Мин,114200.0000000
18/10/18 - Мин,114130.0000000
18/10/18 - Мин,114160.0000000
18/10/18 - Мин,114150.0000000
18/10/18 - Мин,114160.0000000
18/10/18 - Мин,114150.0000000
18/10/18 - Мин,114220.0000000
18/10/18 - Мин,114210.0000000
18/10/18 - Мин,114200.0000000
18/10/18 - Мин,114260.0000000
18/10/18 - Мин,114280.0000000
18/10/18 - Мин,114160.0000000
18/10/18 - Мин,114160.0000000
18/10/18 - Мин,114080.0000000
18/10/18 - Мин,114130.0000000
18/10/18 - Мин,114100.0000000
18/10/18 - Мин,114060.0000000
18/10/18 - Мин,114100.0000000
18/10/18 - Мин,114110.0000000
18/10/18 - Мин,114150.0000000
18/10/18 - Мин,114190.0000000
18/10/18 - Мин,114270.0000000
18/10/18 - Мин,114230.0000000
